创建时间,收货省,订单号,订单量,总量
2019/5/9 8:33,安徽省,DD1557192063795,22120,100
2019/5/9 8:33,安徽省,DD1557192063795,22120,2000
2019/5/9 8:33,安徽省,DD1557192063795,22120,3000
2019/5/9 8:33,安徽省,DD1557192063795,22120,120
2019/5/9 8:33,安徽省,DD1557192063795,22120,10000
2019/5/9 8:33,安徽省,DD1557192063795,22120,600
2019/5/9 8:33,安徽省,DD1557192063795,22120,600
2019/5/9 8:53,北京市,DD1557192364910,14018,2000
2019/5/9 8:53,北京市,DD1557192364910,14018,48
2019/5/9 8:53,北京市,DD1557192364910,14018,1200
2019/5/9 8:53,北京市,DD1557192364910,14018,1000
2019/5/9 8:53,北京市,DD1557192364910,14018,600
2019/5/9 8:53,北京市,DD1557192364910,14018,1900
2019/5/9 8:53,北京市,DD1557192364910,14018,1000
2019/5/9 8:53,北京市,DD1557192364910,14018,1000
2019/5/9 8:53,北京市,DD1557192364910,14018,600
2019/5/9 8:53,北京市,DD1557192364910,14018,1000
2019/5/9 8:53,北京市,DD1557192364910,14018,1000
2019/5/9 8:53,北京市,DD1557192364910,14018,600
2019/5/9 8:53,北京市,DD1557192364910,14018,70
2019/5/9 8:53,北京市,DD1557192364910,14018,1000
2019/5/9 8:53,北京市,DD1557192364910,14018,1000
2019/5/7 16:18,四川省,DD1557192364916,840,840
2019/5/9 8:03,湖南省,DD1557192364920,18510,120
2019/5/9 8:03,湖南省,DD1557192364920,18510,15000
2019/5/9 8:03,湖南省,DD1557192364920,18510,3000
2019/5/9 8:03,湖南省,DD1557192364920,18510,360
2019/5/9 8:03,湖南省,DD1557192364920,18510,30
2019/5/9 8:13,广东省,DD1557192364908,31580,1000
2019/5/9 8:13,广东省,DD1557192364908,31580,24000
2019/5/9 8:13,广东省,DD1557192364908,31580,60
2019/5/9 8:13,广东省,DD1557192364908,31580,2000
2019/5/9 8:13,广东省,DD1557192364908,31580,60
2019/5/9 8:13,广东省,DD1557192364908,31580,60
2019/5/9 8:13,广东省,DD1557192364908,31580,2400
2019/5/9 8:13,广东省,DD1557192364908,31580,2000
2019/5/9 8:43,重庆市,DD1557192364922,28164,15000
2019/5/9 8:43,重庆市,DD1557192364922,28164,100
2019/5/9 8:43,重庆市,DD1557192364922,28164,2000
2019/5/9 8:43,重庆市,DD1557192364922,28164,60
2019/5/9 8:43,重庆市,DD1557192364922,28164,1000
2019/5/9 8:43,重庆市,DD1557192364922,28164,4000
2019/5/9 8:43,重庆市,DD1557192364922,28164,1000
2019/5/9 8:43,重庆市,DD1557192364922,28164,1000
2019/5/9 8:43,重庆市,DD1557192364922,28164,1000
2019/5/9 8:43,重庆市,DD1557192364922,28164,1000
2019/5/9 8:43,重庆市,DD1557192364922,28164,2004
2019/5/9 8:13,广东省,DD1557192364914,8060,1200
2019/5/9 8:13,广东省,DD1557192364914,8060,60
2019/5/9 8:13,广东省,DD1557192364914,8060,2000
2019/5/9 8:13,广东省,DD1557192364914,8060,2400
2019/5/9 8:13,广东省,DD1557192364914,8060,1800
2019/5/9 8:13,广东省,DD1557192364914,8060,600
2019/5/7 10:46,江苏省,DD1557192364906,3060,100
2019/5/7 10:46,江苏省,DD1557192364906,3060,2000
2019/5/7 10:46,江苏省,DD1557192364906,3060,800
2019/5/7 10:46,江苏省,DD1557192364906,3060,60
2019/5/7 10:46,江苏省,DD1557192364906,3060,100
2019/5/8 12:45,江苏省,DD1557192364912,18400,10000
2019/5/8 12:45,江苏省,DD1557192364912,18400,3600
2019/5/8 12:45,江苏省,DD1557192364912,18400,600
2019/5/8 12:45,江苏省,DD1557192364912,18400,1000
2019/5/8 12:45,江苏省,DD1557192364912,18400,1200
2019/5/8 12:45,江苏省,DD1557192364912,18400,2000
2019/5/8 12:05,江苏省,DD1557192364928,10000,10000
2019/5/8 9:24,江苏省,DD1557192364928,10000,10000
2019/5/7 12:57,江苏省,DD1557192364926,500,500
2019/5/9 8:13,湖南省,DD1557192364920,18510,120
2019/5/9 8:13,湖南省,DD1557192364920,18510,15000
2019/5/9 8:13,湖南省,DD1557192364920,18510,3000
2019/5/9 8:13,湖南省,DD1557192364920,18510,360
2019/5/9 8:13,湖南省,DD1557192364920,18510,30
2019/5/9 10:44,重庆市,DD1557192665932,13275,8400
2019/5/9 10:44,重庆市,DD1557192665932,13275,4875
2019/5/7 10:16,安徽省,DD1557192665930,1500,1500
2019/5/7 14:17,重庆市,DD1557192665928,504,504
2019/5/10 14:41,福建省,DD1557192665936,3240,600
2019/5/10 14:41,福建省,DD1557192665936,3240,1200
2019/5/10 14:41,福建省,DD1557192665936,3240,840
2019/5/10 14:41,福建省,DD1557192665936,3240,600
2019/5/9 8:33,上海市,DD1557192665934,15000,10000
2019/5/9 8:33,上海市,DD1557192665934,15000,5000
2019/5/9 15:05,重庆市,DD1557192665932,13275,8400
2019/5/9 15:05,重庆市,DD1557192665932,13275,4875
2019/5/9 8:23,北京市,DD1557192665926,22764,2000
2019/5/9 8:23,北京市,DD1557192665926,22764,3000
2019/5/9 8:23,北京市,DD1557192665926,22764,500
2019/5/9 8:23,北京市,DD1557192665926,22764,1200
2019/5/9 8:23,北京市,DD1557192665926,22764,600
2019/5/9 8:23,北京市,DD1557192665926,22764,1000
2019/5/9 8:23,北京市,DD1557192665926,22764,1500
2019/5/9 8:23,北京市,DD1557192665926,22764,1200
2019/5/9 8:23,北京市,DD1557192665926,22764,4000
2019/5/9 8:23,北京市,DD1557192665926,22764,40
2019/5/9 8:23,北京市,DD1557192665926,22764,1500
2019/5/9 8:23,北京市,DD1557192665926,22764,5000
2019/5/9 8:23,北京市,DD1557192665926,22764,24
2019/5/9 8:23,北京市,DD1557192665926,22764,1200
2019/5/9 9:03,辽宁省,DD1557192966865,13744,240
2019/5/9 9:03,辽宁省,DD1557192966865,13744,2000
2019/5/9 9:03,辽宁省,DD1557192966865,13744,1000
2019/5/9 9:03,辽宁省,DD1557192966865,13744,4800
2019/5/9 9:03,辽宁省,DD1557192966865,13744,360
2019/5/9 9:03,辽宁省,DD1557192966865,13744,240
2019/5/9 9:03,辽宁省,DD1557192966865,13744,100
2019/5/9 9:03,辽宁省,DD1557192966865,13744,2004
2019/5/9 9:03,辽宁省,DD1557192966865,13744,600
2019/5/9 9:03,辽宁省,DD1557192966865,13744,1200
2019/5/9 9:03,辽宁省,DD1557192966865,13744,1200
2019/5/7 17:49,江苏省,DD1557192966871,25000,25000
2019/5/7 17:08,上海市,DD1557192966860,26008,1008
2019/5/7 17:08,上海市,DD1557192966860,26008,25000
2019/5/7 20:40,安徽省,DD1557192966858,1958,658
2019/5/7 20:40,安徽省,DD1557192966858,1958,700
2019/5/7 20:40,安徽省,DD1557192966858,1958,600
2019/5/8 17:47,安徽省,DD1557192966869,5000,5000
2019/5/7 16:38,辽宁省,DD1557192966862,420,60
2019/5/7 16:38,辽宁省,DD1557192966862,420,360
2019/5/8 14:56,四川省,DD1557192966867,1500,1500
2019/5/7 10:46,上海市,DD1557193268240,240,240
2019/5/9 8:43,江苏省,DD1557193268238,21800,500
2019/5/9 8:43,江苏省,DD1557193268238,21800,20000
2019/5/9 8:43,江苏省,DD1557193268238,21800,1000
2019/5/9 8:43,江苏省,DD1557193268238,21800,300
2019/5/8 10:04,江苏省,DD1557193268234,10000,10000
2019/5/7 17:18,江苏省,DD1557193268232,27200,1200
2019/5/7 17:18,江苏省,DD1557193268232,27200,500
2019/5/7 17:18,江苏省,DD1557193268232,27200,25000
2019/5/7 17:18,江苏省,DD1557193268232,27200,500
2019/5/7 16:38,辽宁省,DD1557193268230,3600,3600
2019/5/8 21:49,山东省,DD1557193268236,4000,4000
2019/5/7 15:38,天津市,DD1557193568728,17000,17000
2019/5/8 10:45,江苏省,DD1557193568724,26000,16000
2019/5/8 10:45,江苏省,DD1557193568724,26000,10000
2019/5/8 13:26,安徽省,DD1557193568720,1180,180
2019/5/8 13:26,安徽省,DD1557193568720,1180,1000
2019/5/8 19:58,天津市,DD1557193568730,14000,14000
2019/5/9 8:13,天津市,DD1557193568726,13000,13000
2019/5/9 9:13,江苏省,DD1557193568722,11600,10000
2019/5/9 9:13,江苏省,DD1557193568722,11600,1000
2019/5/9 9:13,江苏省,DD1557193568722,11600,600
2019/5/8 16:27,北京市,DD1557193870424,14500,8000
2019/5/8 16:27,北京市,DD1557193870424,14500,4000
2019/5/8 16:27,北京市,DD1557193870424,14500,2000
2019/5/8 16:27,北京市,DD1557193870424,14500,500
2019/5/7 14:37,山西省,DD1557193870426,3585,2000
2019/5/7 14:37,山西省,DD1557193870426,3585,1425
2019/5/7 14:37,山西省,DD1557193870426,3585,100
2019/5/7 14:37,山西省,DD1557193870426,3585,60
2019/5/9 8:23,河南省,DD1557193870434,30000,15000
2019/5/9 8:23,河南省,DD1557193870434,30000,15000
2019/5/9 8:23,河南省,DD1557193870434,30000,15000
2019/5/9 8:23,河南省,DD1557193870434,30000,15000
2019/5/9 9:13,江苏省,DD1557193870428,14860,100
2019/5/9 9:13,江苏省,DD1557193870428,14860,500
2019/5/9 9:13,江苏省,DD1557193870428,14860,1000
2019/5/9 9:13,江苏省,DD1557193870428,14860,1000
2019/5/9 9:13,江苏省,DD1557193870428,14860,1200
2019/5/9 9:13,江苏省,DD1557193870428,14860,5000
2019/5/9 9:13,江苏省,DD1557193870428,14860,60
2019/5/9 9:13,江苏省,DD1557193870428,14860,5000
2019/5/9 9:13,江苏省,DD1557193870428,14860,1000
2019/5/7 16:28,辽宁省,DD1557193870418,12687,480
2019/5/7 16:28,辽宁省,DD1557193870418,12687,20
2019/5/7 16:28,辽宁省,DD1557193870418,12687,1200
2019/5/7 16:28,辽宁省,DD1557193870418,12687,300
2019/5/7 16:28,辽宁省,DD1557193870418,12687,63
2019/5/7 16:28,辽宁省,DD1557193870418,12687,480
2019/5/7 16:28,辽宁省,DD1557193870418,12687,480
2019/5/7 16:28,辽宁省,DD1557193870418,12687,1200
2019/5/7 16:28,辽宁省,DD1557193870418,12687,12
2019/5/7 16:28,辽宁省,DD1557193870418,12687,120
2019/5/7 16:28,辽宁省,DD1557193870418,12687,1000
2019/5/7 16:28,辽宁省,DD1557193870418,12687,1200
2019/5/7 16:28,辽宁省,DD1557193870418,12687,120
2019/5/7 16:28,辽宁省,DD1557193870418,12687,300
2019/5/7 16:28,辽宁省,DD1557193870418,12687,700
2019/5/7 16:28,辽宁省,DD1557193870418,12687,200
2019/5/7 16:28,辽宁省,DD1557193870418,12687,100
2019/5/7 16:28,辽宁省,DD1557193870418,12687,1200
2019/5/7 16:28,辽宁省,DD1557193870418,12687,300
2019/5/7 16:28,辽宁省,DD1557193870418,12687,240
2019/5/7 16:28,辽宁省,DD1557193870418,12687,500
2019/5/7 16:28,辽宁省,DD1557193870418,12687,12
2019/5/7 16:28,辽宁省,DD1557193870418,12687,360
2019/5/7 16:28,辽宁省,DD1557193870418,12687,100
2019/5/7 16:28,辽宁省,DD1557193870418,12687,2000
2019/5/9 8:13,河南省,DD1557193870434,30000,15000
2019/5/9 8:13,河南省,DD1557193870434,30000,15000
2019/5/9 8:13,河南省,DD1557193870434,30000,15000
2019/5/9 8:13,河南省,DD1557193870434,30000,15000
2019/5/8 15:26,重庆市,DD1557193870432,3000,3000
2019/5/9 8:43,黑龙江省,DD1557193870422,10000,10000
2019/5/8 10:35,四川省,DD1557193870420,12200,600
2019/5/8 10:35,四川省,DD1557193870420,12200,1000
2019/5/8 10:35,四川省,DD1557193870420,12200,600
2019/5/8 10:35,四川省,DD1557193870420,12200,2000
2019/5/8 10:35,四川省,DD1557193870420,12200,5000
2019/5/8 10:35,四川省,DD1557193870420,12200,1000
2019/5/8 10:35,四川省,DD1557193870420,12200,1000
2019/5/8 10:35,四川省,DD1557193870420,12200,1000
2019/5/7 16:58,江苏省,DD1557194172061,5800,4000
2019/5/7 16:58,江苏省,DD1557194172061,5800,1500
2019/5/7 16:58,江苏省,DD1557194172061,5800,300
2019/5/8 12:15,江苏省,DD1557194172084,5000,5000
2019/5/9 8:33,上海市,DD1557194172072,10000,10000
2019/5/8 14:56,安徽省,DD1557194172090,12000,12000
2019/5/8 15:16,重庆市,DD1557194172063,27560,1000
2019/5/8 15:16,重庆市,DD1557194172063,27560,1200
2019/5/8 15:16,重庆市,DD1557194172063,27560,1500
2019/5/8 15:16,重庆市,DD1557194172063,27560,60
2019/5/8 15:16,重庆市,DD1557194172063,27560,2400
2019/5/8 15:16,重庆市,DD1557194172063,27560,2000
2019/5/8 15:16,重庆市,DD1557194172063,27560,4000
2019/5/8 15:16,重庆市,DD1557194172063,27560,1200
2019/5/8 15:16,重庆市,DD1557194172063,27560,3000
2019/5/8 15:16,重庆市,DD1557194172063,27560,1200
2019/5/8 15:16,重庆市,DD1557194172063,27560,10000
2019/5/9 8:33,湖北省,DD1557194172082,15000,15000
2019/5/9 8:43,四川省,DD1557194172065,3600,3600
2019/5/9 9:23,贵州省,DD1557194172070,18160,7500
2019/5/9 9:23,贵州省,DD1557194172070,18160,3000
2019/5/9 9:23,贵州省,DD1557194172070,18160,60
2019/5/9 9:23,贵州省,DD1557194172070,18160,100
2019/5/9 9:23,贵州省,DD1557194172070,18160,7500
2019/5/8 16:17,重庆市,DD1557194172088,16000,16000
2019/5/7 15:48,北京市,DD1557194172078,1200,1200
2019/5/7 10:46,江苏省,DD1557194172076,3000,2000
2019/5/7 10:46,江苏省,DD1557194172076,3000,1000
2019/5/9 13:55,广东省,DD1557194472596,6176.32,4216.32
2019/5/9 13:55,广东省,DD1557194472596,6176.32,1960
2019/5/9 9:54,浙江省,DD1557194472594,28036,1800
2019/5/9 9:54,浙江省,DD1557194472594,28036,10000
2019/5/9 9:54,浙江省,DD1557194472594,28036,5000
2019/5/9 9:54,浙江省,DD1557194472594,28036,600
2019/5/9 9:54,浙江省,DD1557194472594,28036,1200
2019/5/9 9:54,浙江省,DD1557194472594,28036,50
2019/5/9 9:54,浙江省,DD1557194472594,28036,5000
2019/5/9 9:54,浙江省,DD1557194472594,28036,1000
2019/5/9 9:54,浙江省,DD1557194472594,28036,2400
2019/5/9 9:54,浙江省,DD1557194472594,28036,950
2019/5/9 9:54,浙江省,DD1557194472594,28036,36
2019/5/9 8:33,河南省,DD1557194773841,15000,5000
2019/5/9 8:33,河南省,DD1557194773841,15000,3000
2019/5/9 8:33,河南省,DD1557194773841,15000,7000
2019/5/9 9:03,河南省,DD1557194773841,15000,5000
2019/5/9 9:03,河南省,DD1557194773841,15000,3000
2019/5/9 9:03,河南省,DD1557194773841,15000,7000
2019/5/9 8:23,浙江省,DD1557194773845,10000,10000
2019/5/8 15:16,北京市,DD1557194773839,2000,2000
2019/5/7 19:29,辽宁省,DD1557194773843,9336,100
2019/5/7 19:29,辽宁省,DD1557194773843,9336,600
2019/5/7 19:29,辽宁省,DD1557194773843,9336,120
2019/5/7 19:29,辽宁省,DD1557194773843,9336,120
2019/5/7 19:29,辽宁省,DD1557194773843,9336,56
2019/5/7 19:29,辽宁省,DD1557194773843,9336,400
2019/5/7 19:29,辽宁省,DD1557194773843,9336,480
2019/5/7 19:29,辽宁省,DD1557194773843,9336,200
2019/5/7 19:29,辽宁省,DD1557194773843,9336,1000
2019/5/7 19:29,辽宁省,DD1557194773843,9336,300
2019/5/7 19:29,辽宁省,DD1557194773843,9336,480
2019/5/7 19:29,辽宁省,DD1557194773843,9336,300
2019/5/7 19:29,辽宁省,DD1557194773843,9336,300
2019/5/7 19:29,辽宁省,DD1557194773843,9336,480
2019/5/7 19:29,辽宁省,DD1557194773843,9336,84
2019/5/7 19:29,辽宁省,DD1557194773843,9336,360
2019/5/7 19:29,辽宁省,DD1557194773843,9336,44
2019/5/7 19:29,辽宁省,DD1557194773843,9336,40
2019/5/7 19:29,辽宁省,DD1557194773843,9336,800
2019/5/7 19:29,辽宁省,DD1557194773843,9336,1800
2019/5/7 19:29,辽宁省,DD1557194773843,9336,360
2019/5/7 19:29,辽宁省,DD1557194773843,9336,300
2019/5/7 19:29,辽宁省,DD1557194773843,9336,336
2019/5/7 19:29,辽宁省,DD1557194773843,9336,36
2019/5/7 19:29,辽宁省,DD1557194773843,9336,240
2019/5/8 10:25,安徽省,DD1557195074466,5000,5000
2019/5/8 13:46,江苏省,DD1557195074464,864,864
2019/5/8 13:46,江苏省,DD1557195074470,330,330
2019/5/9 9:54,河南省,DD1557195375496,16012,10008
2019/5/9 9:54,河南省,DD1557195375496,16012,2000
2019/5/9 9:54,河南省,DD1557195375496,16012,500
2019/5/9 9:54,河南省,DD1557195375496,16012,3504
2019/5/8 10:35,四川省,DD1557195375500,3000,2000
2019/5/8 10:35,四川省,DD1557195375500,3000,1000
2019/5/9 8:53,河南省,DD1557195676738,10000,10000
2019/5/7 16:08,辽宁省,DD1557195676732,1304,100
2019/5/7 16:08,辽宁省,DD1557195676732,1304,24
2019/5/7 16:08,辽宁省,DD1557195676732,1304,20
2019/5/7 16:08,辽宁省,DD1557195676732,1304,1000
2019/5/7 16:08,辽宁省,DD1557195676732,1304,60
2019/5/7 16:08,辽宁省,DD1557195676732,1304,100
2019/5/8 16:27,江苏省,DD1557195676730,23660,60
2019/5/8 16:27,江苏省,DD1557195676730,23660,20000
2019/5/8 16:27,江苏省,DD1557195676730,23660,1000
2019/5/8 16:27,江苏省,DD1557195676730,23660,1500
2019/5/8 16:27,江苏省,DD1557195676730,23660,1000
2019/5/8 16:27,江苏省,DD1557195676730,23660,100
2019/5/7 16:08,辽宁省,DD1557195676734,1653,100
2019/5/7 16:08,辽宁省,DD1557195676734,1653,240
2019/5/7 16:08,辽宁省,DD1557195676734,1653,400
2019/5/7 16:08,辽宁省,DD1557195676734,1653,100
2019/5/7 16:08,辽宁省,DD1557195676734,1653,120
2019/5/7 16:08,辽宁省,DD1557195676734,1653,36
2019/5/7 16:08,辽宁省,DD1557195676734,1653,12
2019/5/7 16:08,辽宁省,DD1557195676734,1653,285
2019/5/7 16:08,辽宁省,DD1557195676734,1653,60
2019/5/7 16:08,辽宁省,DD1557195676734,1653,100
2019/5/7 16:08,辽宁省,DD1557195676734,1653,200
2019/5/8 10:15,江苏省,DD1557195676736,1000,1000
2019/5/9 8:43,河南省,DD1557195977771,2800,2800
2019/5/8 10:45,山东省,DD1557195977773,8500,8500
2019/5/9 9:23,湖南省,DD1557196279597,14000,14000
2019/5/7 15:48,浙江省,DD1557196279595,620,120
2019/5/7 15:48,浙江省,DD1557196279595,620,500
2019/5/8 13:56,湖南省,DD1557196279593,264,264
2019/5/9 8:33,江苏省,DD1557196279599,360,360
2019/5/8 8:44,安徽省,DD1557196279591,5360,600
2019/5/8 8:44,安徽省,DD1557196279591,5360,1000
2019/5/8 8:44,安徽省,DD1557196279591,5360,60
2019/5/8 8:44,安徽省,DD1557196279591,5360,600
2019/5/8 8:44,安徽省,DD1557196279591,5360,1900
2019/5/8 8:44,安徽省,DD1557196279591,5360,100
2019/5/8 8:44,安徽省,DD1557196279591,5360,1000
2019/5/8 8:44,安徽省,DD1557196279591,5360,100
2019/5/9 8:43,云南省,DD1557196581265,25420,1900
2019/5/9 8:43,云南省,DD1557196581265,25420,2000
2019/5/9 8:43,云南省,DD1557196581265,25420,100
2019/5/9 8:43,云南省,DD1557196581265,25420,1500
2019/5/9 8:43,云南省,DD1557196581265,25420,1960
2019/5/9 8:43,云南省,DD1557196581265,25420,1800
2019/5/9 8:43,云南省,DD1557196581265,25420,2400
2019/5/9 8:43,云南省,DD1557196581265,25420,1200
2019/5/9 8:43,云南省,DD1557196581265,25420,1000
2019/5/9 8:43,云南省,DD1557196581265,25420,800
2019/5/9 8:43,云南省,DD1557196581265,25420,800
2019/5/9 8:43,云南省,DD1557196581265,25420,8000
2019/5/9 8:43,云南省,DD1557196581265,25420,1200
2019/5/9 8:43,云南省,DD1557196581265,25420,60
2019/5/9 8:43,云南省,DD1557196581265,25420,100
2019/5/9 8:43,云南省,DD1557196581265,25420,600
2019/5/9 8:53,江苏省,DD1557196581263,27160,10000
2019/5/9 8:53,江苏省,DD1557196581263,27160,5000
2019/5/9 8:53,江苏省,DD1557196581263,27160,100
2019/5/9 8:53,江苏省,DD1557196581263,27160,60
2019/5/9 8:53,江苏省,DD1557196581263,27160,1000
2019/5/9 8:53,江苏省,DD1557196581263,27160,500
2019/5/9 8:53,江苏省,DD1557196581263,27160,500
2019/5/9 8:53,江苏省,DD1557196581263,27160,2000
2019/5/9 8:53,江苏省,DD1557196581263,27160,1000
2019/5/9 8:53,江苏省,DD1557196581263,27160,1000
2019/5/9 8:53,江苏省,DD1557196581263,27160,1000
2019/5/9 8:53,江苏省,DD1557196581263,27160,5000
2019/5/7 13:17,陕西省,DD1557196581269,1125,1125
2019/5/8 9:54,贵州省,DD1557196581275,2000,2000
2019/5/7 10:56,江苏省,DD1557196581277,120,120
2019/5/7 18:19,湖北省,DD1557196581273,660,660
2019/5/8 12:15,江苏省,DD1557196581261,920,200
2019/5/8 12:15,江苏省,DD1557196581261,920,600
2019/5/8 12:15,江苏省,DD1557196581261,920,120
2019/5/8 11:25,北京市,DD1557196581271,3290,240
2019/5/8 11:25,北京市,DD1557196581271,3290,1000
2019/5/8 11:25,北京市,DD1557196581271,3290,950
2019/5/8 11:25,北京市,DD1557196581271,3290,1000
2019/5/8 11:25,北京市,DD1557196581271,3290,100
2019/5/8 16:47,四川省,DD1557196885825,2000,2000
2019/5/7 19:09,吉林省,DD1557196885821,2000,2000
2019/5/7 16:48,辽宁省,DD1557197186914,4050,360
2019/5/7 16:48,辽宁省,DD1557197186914,4050,600
2019/5/7 16:48,辽宁省,DD1557197186914,4050,500
2019/5/7 16:48,辽宁省,DD1557197186914,4050,60
2019/5/7 16:48,辽宁省,DD1557197186914,4050,100
2019/5/7 16:48,辽宁省,DD1557197186914,4050,1200
2019/5/7 16:48,辽宁省,DD1557197186914,4050,100
2019/5/7 16:48,辽宁省,DD1557197186914,4050,120
2019/5/7 16:48,辽宁省,DD1557197186914,4050,950
2019/5/7 16:48,辽宁省,DD1557197186914,4050,60
2019/5/9 10:34,江苏省,DD1557197186916,10000,10000
2019/5/8 12:05,河南省,DD1557197488967,5000,5000
2019/5/9 8:23,广东省,DD1557197488969,2000,2000
2019/5/7 17:08,辽宁省,DD1557197488973,4000,1000
2019/5/7 17:08,辽宁省,DD1557197488973,4000,3000
2019/5/9 9:54,广东省,DD1557197488971,6000,3000
2019/5/9 9:54,广东省,DD1557197488971,6000,3000
2019/5/8 15:46,湖北省,DD1557197488975,2000,2000
2019/5/9 9:23,陕西省,DD1557197488964,20434,1000
2019/5/9 9:23,陕西省,DD1557197488964,20434,1200
2019/5/9 9:23,陕西省,DD1557197488964,20434,8000
2019/5/9 9:23,陕西省,DD1557197488964,20434,2400
2019/5/9 9:23,陕西省,DD1557197488964,20434,50
2019/5/9 9:23,陕西省,DD1557197488964,20434,24
2019/5/9 9:23,陕西省,DD1557197488964,20434,1200
2019/5/9 9:23,陕西省,DD1557197488964,20434,2000
2019/5/9 9:23,陕西省,DD1557197488964,20434,60
2019/5/9 9:23,陕西省,DD1557197488964,20434,4500
2019/5/7 16:08,辽宁省,DD1557197488962,1642.5,360
2019/5/7 16:08,辽宁省,DD1557197488962,1642.5,600
2019/5/7 16:08,辽宁省,DD1557197488962,1642.5,100
2019/5/7 16:08,辽宁省,DD1557197488962,1642.5,150
2019/5/7 16:08,辽宁省,DD1557197488962,1642.5,100
2019/5/7 16:08,辽宁省,DD1557197488962,1642.5,332.5
2019/5/7 16:18,江苏省,DD1557197789713,1720,240
2019/5/7 16:18,江苏省,DD1557197789713,1720,1000
2019/5/7 16:18,江苏省,DD1557197789713,1720,240
2019/5/7 16:18,江苏省,DD1557197789713,1720,240
2019/5/7 14:27,江苏省,DD1557197789723,1425,1425
2019/5/7 17:39,安徽省,DD1557197789715,10000,10000
2019/5/7 16:28,江苏省,DD1557197789713,1720,240
2019/5/7 16:28,江苏省,DD1557197789713,1720,1000
2019/5/7 16:28,江苏省,DD1557197789713,1720,240
2019/5/7 16:28,江苏省,DD1557197789713,1720,240
2019/5/8 16:17,云南省,DD1557198092444,15162,1000
2019/5/8 16:17,云南省,DD1557198092444,15162,70
2019/5/8 16:17,云南省,DD1557198092444,15162,4700
2019/5/8 16:17,云南省,DD1557198092444,15162,4500
2019/5/8 16:17,云南省,DD1557198092444,15162,2000
2019/5/8 16:17,云南省,DD1557198092444,15162,2892
2019/5/8 21:49,山东省,DD1557198092446,5000,5000
2019/5/9 8:43,广东省,DD1557198396469,25000,100
2019/5/9 8:43,广东省,DD1557198396469,25000,1200
2019/5/9 8:43,广东省,DD1557198396469,25000,1000
2019/5/9 8:43,广东省,DD1557198396469,25000,1200
2019/5/9 8:43,广东省,DD1557198396469,25000,1200
2019/5/9 8:43,广东省,DD1557198396469,25000,4000
2019/5/9 8:43,广东省,DD1557198396469,25000,60
2019/5/9 8:43,广东省,DD1557198396469,25000,13000
2019/5/9 8:43,广东省,DD1557198396469,25000,240
2019/5/9 8:43,广东省,DD1557198396469,25000,3000
2019/5/8 10:55,海南省,DD1557198396467,28200,1200
2019/5/8 10:55,海南省,DD1557198396467,28200,21000
2019/5/8 10:55,海南省,DD1557198396467,28200,5000
2019/5/8 10:55,海南省,DD1557198396467,28200,1000
2019/5/8 15:46,海南省,DD1557198396467,28200,1200
2019/5/8 15:46,海南省,DD1557198396467,28200,21000
2019/5/8 15:46,海南省,DD1557198396467,28200,5000
2019/5/8 15:46,海南省,DD1557198396467,28200,1000
2019/5/9 10:24,云南省,DD1557198396472,13260,1800
2019/5/9 10:24,云南省,DD1557198396472,13260,5000
2019/5/9 10:24,云南省,DD1557198396472,13260,1500
2019/5/9 10:24,云南省,DD1557198396472,13260,100
2019/5/9 10:24,云南省,DD1557198396472,13260,60
2019/5/9 10:24,云南省,DD1557198396472,13260,4800
2019/5/8 15:36,广东省,DD1557198697562,25560,1000
2019/5/8 15:36,广东省,DD1557198697562,25560,1200
2019/5/8 15:36,广东省,DD1557198697562,25560,9000
2019/5/8 15:36,广东省,DD1557198697562,25560,1000
2019/5/8 15:36,广东省,DD1557198697562,25560,1200
2019/5/8 15:36,广东省,DD1557198697562,25560,100
2019/5/8 15:36,广东省,DD1557198697562,25560,1000
2019/5/8 15:36,广东省,DD1557198697562,25560,7000
2019/5/8 15:36,广东省,DD1557198697562,25560,4000
2019/5/8 15:36,广东省,DD1557198697562,25560,60
2019/5/8 16:07,湖北省,DD1557199300444,22600,20000
2019/5/8 16:07,湖北省,DD1557199300444,22600,600
2019/5/8 16:07,湖北省,DD1557199300444,22600,2000
2019/5/7 15:38,海南省,DD1557199601853,30290,50
2019/5/7 15:38,海南省,DD1557199601853,30290,2004
2019/5/7 15:38,海南省,DD1557199601853,30290,20000
2019/5/7 15:38,海南省,DD1557199601853,30290,1000
2019/5/7 15:38,海南省,DD1557199601853,30290,36
2019/5/7 15:38,海南省,DD1557199601853,30290,3000
2019/5/7 15:38,海南省,DD1557199601853,30290,1200
2019/5/7 15:38,海南省,DD1557199601853,30290,3000
2019/5/9 8:23,陕西省,DD1557199903026,6086,36
2019/5/9 8:23,陕西省,DD1557199903026,6086,50
2019/5/9 8:23,陕西省,DD1557199903026,6086,6000
2019/5/8 16:17,上海市,DD1557200203886,10000,10000
2019/5/8 15:46,辽宁省,DD1557200504690,4000,4000
2019/5/10 17:22,陕西省,DD1557200805826,8480,1660
2019/5/10 17:22,陕西省,DD1557200805826,8480,700
2019/5/10 17:22,陕西省,DD1557200805826,8480,3600
2019/5/10 17:22,陕西省,DD1557200805826,8480,2520
2019/5/7 16:48,黑龙江省,DD1557201106235,1235.2,400
2019/5/7 16:48,黑龙江省,DD1557201106235,1235.2,398.4
2019/5/7 16:48,黑龙江省,DD1557201106235,1235.2,184.8
